Review,Sentiment
хороший оператор,1
целое посредственный организация скоро просто везти,0
целое оставаться довольный минус существенный отдых получаться отличный,1
достойный тур оператор,1
хороший цена отвратительный гид,1
покупать экскурсия дополнительный услуга анекс тур,0
возмущение хамство гид отель,0
хороший мнение свое,1
хамство,0
нормальный фирма,1
ужасный компания думать человек,0
ужасно,0
вьетнам ноябрь год,1
встречать аэропорт,0
просто ужас,0
оставаться довольный,1
никто советовать связываться анекс,0
крутой отпуск вменяемый деньги черногория,1
оставаться очень довольный,1
первый последний летать контора,0
потрясать отпуск,1
отдыхать нячанга оплачивать день отдыхать трансфер отвратный прилет ночь вылет ночь день завтрак украсть,0
фортуна,1
ужасный туроператор,0
прекрасный впечатление,1
гид пофигист,0
отвратительно,0
довольный,0
никакой жалоба,1
плохой отношение туроперат отель,0
дешево сердито,0
просто жесть,0
вьетнам страшный казаться,1
нормально,0
стоить экономить свой отдых,0
худщий туроператор планета,0
нормальный обслуживание,1
россия,1
отлично,1
выбор обращаться туроператор подробность отзыв,0
бесполезный обзорный экскурсия фукуока вьетнам,0
хороший туроператор,0
чудесный свадебный путешествие,1
плохо,0
хорошо,1
спасибо испортить отпуск потерянный деньги,0
доверяться непростой туроператор время цена экскурсия турция,1
ужас,0
ужасный тур фирма,0
ужас,0
поехать мексика захотеть отпуск,0
развод деньги,0
хотеть испортить отдых обращаться анекс,0
минус перевешивать плюс,0
ждать чудо туроператор выпендриваться чужой страна поэтому полный порядок,1
отстой,0
анекс тур турция сравнение пегас туристик посредственный туроператор,0
отельный гид,0
рекомендовать пользоваться услуга компания,0
тайланд анексе,0
отличный отдых приемлемый цена,1
ужасно,0
анекс ужасный,0
анекс тур испортить отдых,0
контора никонор человек читать отзыв,0
благодаря отдыхать отель звезда хотя тур купить звезда подмигивать улыбаться оказываться,1
аферист,0
говорить покойный тушка кругом жулик,0
бесплатный обзорный экскурсия пхукет стоить тратить время экономика таиланд бог маркетинг готовый взять пожизненный кредит волшебный латексный матрац,1
врать нагло врать,0
рекомендовать,0
туроператор навсегда черный список,0
анекс тур морской экскурсия шарм жулик,0
тайланд удаваться пхукет вернуться,1
печаль,0
дайвинг анекс тур кемер,0
продажный система фортуна анекс тур,0
экскурсия сида анекс тур,1
ужасный экскурсия остров саон фирма анекс,0
компания психопат,0
испортить отдых райский место,0
анекс тур селить турист забросить отель египет,0
махинация виза неприятный отельный гид жирный минус репутация анекс,0
обычный тур оператор который хотеть сдирать деньги турист помимо стоимость путевка,0
анекс тур масса негатив вместо отдых,0
отдых точно запоминаться весь жизнь спасибо анекс опыт,0
подробный описание турфирма советовать советовать весь интересовать информация отзыв,1
вперед равный начинаться ваш отпуск,0
обманывать виноватый гид турагенство египет,0
приезжать сюда пустой банк из-под консервы таять,1
ужасно,0
весь правда экскурсия тайланд пхукет,1
вьетнам нячанг,0
кошмар,0
анекс тур это компания нагло разводить турист,0
анекс никуда никогда,0
,0
хотеть испортить отпуск анекс,0
анекс тур рекомендовать,1
весь класс,1
ужасно,0
отлично исключение отельный гид,1
отдых крит анекс тур,0
хотеть отдых испортить любить острый ощущение пощекотать нерв тур летать девка египет брать путевка отзыв нужно обязательно почитать,0
неплохо,1
экскурсия израиль,1
хорошо,1
хороший гид нячанг,1
прекращать портить отдых наличие бумага,0
плохо,0
нормально,1
тая непрофессиональный гид,1
рассрочка втюхивать баня который выгодно,0
везти,1
отличный туроператор,1
отвратительный оператор,0
ужасный оператор,0
майорка,0
хороший тур оператор,1
анекс тур работать легко понятно,1
анекс тур отправлять свой турист неоправданно дорогой экскурсия иметь приличный откат,0
успешно,1
отличный компания,1
посоветовать,0
наплевательский отношение свой клиент,0
общий плохо,1
экскурсия душа пхукет,0
ужасный представитель оператор ахмед,1
хургада,1
многое изменяться отличный поездка,1
плохо обман сплошной желание втюхать нежелание соответствовать заверять стандарт,0
хороший туроператор,1
поддержка турист,0
покупать экскурсия отельный гид,0
понравиться,1
браво,1
разочаровывать,0
анекс тур москва продавать путевка отель израиль который закрывать ремонт,0
отдыхать вьетнам муж июль покупать экскурсия анекс услуга предоставлять полный это бесить цена,0
дорого,0
мочь хороший,0
отличный компания,1
плохой туроператор,0
гид испортить отдых,0
отрицательный отзыв пропадать всякий желание сотрудничать,0
негатив,0
отличный площадка поиск тур,1
отзыв врать,1
общий плохо,1
экскурсия душа пхукет,0
ужасный представитель оператор ахмед,1
хургада,1
многое изменяться отличный поездка,1
плохо обман сплошной желание втюхать нежелание соответствовать заверять стандарт,0
хороший туроператор,1
поддержка турист,0
покупать экскурсия отельный гид,0
понравиться,1
плохой гид паттайя,0
экскурсия интересовать мочь свободный,1
прощать умирать окончательно обманывать человек,0
хороший турфирма представитель египет полностью портить отдых,0
плохо,0
хорошо,0
отлично отельный гид,0
оставаться довольный,1
плохо,0
турция,1
гид явно хватать образование интерес свой работа,0
обман,0
турция быстро оперативно навязчивый отзыв туристический оператор,1
шарашкин контора ушлый ребята,0
фортуна,0
отвратительный отношение,0
лететь египет,0
ужасный туроператор,0
разводить каждый шаг,0
ужастной турфирма,0
понравиться туроператор анекс тур,0
первый опыт,1
кой случай выбирать,0
разочарование сплошной,0
терпимо повышать клиентоориентированность стоять,0
,0
хороший отпуск вьетнам,1
полный отсутствие клиентоориентированность,0
первый поездка азия вьетнам,0
набирать гад прощать гид,1
ужасно,0
ожидать организация экскурсия,0
самый жуткий туроператор,0
анекс тур развод деньги,0
весь правда анексе,1
цена соответствовать качество,0
связываться,0
,0
анекс тур начинать работать человек собственный выгода,0
отпуск удаваться,1
работа менеджер анекс тур,0
хотеть испортить отдых впечатление путешествие оператор,0
мочь хороший бесплатный экскурсия нячанга разбер мся,1
никто советовать данный туроператор,0
никогда воспользоваться услуга анекс тур,0
хороший оператор недочет,0
испортить отдых свой ужасный отношение клиент,0
турция хороший цена качество,1
ужас,0
нужно знать турист первый поездка зарубеж,0
очень плохо,0
отвратительный отношение,0
авиадоставка хабаровск груз везти москва сутки,0
пэк отличный компания,1
рекомендовать,1
свой груз спокойный,1
хороший компания оставаться довольный,1
отлично,1
плохо,0
отлично,1
очень плохо,0
бдительный,0
хороший транспортный компания точно курский филиал,1
хороший компания доставка груз,1
качественно оперативно профессионально,1
быстро,1
ставропольский пэк история,1
ужас,0
ужасный качество,0
плохой компания встречать,0
плохой транспортный компания который пользоваться,0
исполнение обязательство ужасный сервис,0
знать свой работа,1
достойный транспортный компания,1
вор шарлатан очень плохой компания,0
очень хороший транспортный компания советовать,1
отвратительный транпортный компания,0
связываться данный конторка,0
сплошной разочарование,0
ужасный компания,0
крайне разочаровывать,0
ужасно никто советовать,0
соотношение цена качество,1
надежный партна,1
рекомендовать,1
пэк,0
нужный надежный партнер пэк,1
весь страна,1
хороший качество,1
ужасный отношение груз,0
дорогой быстро доставлять,1
довольный,1
пэк владивосток работать профессионал,1
пэк надежный партнер,1
отличный компания,1
оценка кол рекомендовать,0
рекомендовать,0
дешево сердито,0
это плохой транспортный кампания частность сочинский отделение пэк,0
срывать срок доставка,0
самый хороший быстрый транспортный,1
хорошо бывать,1
рекомендовать пэк,1
отвратительный отношение клиент,0
очень плохо,0
отвратительный отношение,0
авиадоставка хабаровск груз везти москва сутки,0
пэк отличный компания,1
рекомендовать,1
свой груз спокойный,1
хороший компания оставаться довольный,1
отлично,1
плохо,0
отлично,1
очень плохо,0
бдительный,0
хороший транспортный компания точно курский филиал,1
хороший компания доставка груз,1
качественно оперативно профессионально,1
быстро,1
ставропольский пэк история,1
ужас,0
ужасный качество,0
плохой компания встречать,0
плохой транспортный компания который пользоваться,0
исполнение обязательство ужасный сервис,0
знать свой работа,1
достойный транспортный компания,1
вор шарлатан очень плохой компания,0
очень хороший транспортный компания советовать,1
отвратительный транпортный компания,0
связываться данный конторка,0
сплошной разочарование,0
ужасный компания,0
крайне разочаровывать,0
ужасно никто советовать,0
соотношение цена качество,1
надежный партна,1
рекомендовать,1
пэк,0
нужный надежный партнер пэк,1
весь страна,1
хороший качество,1
ужасный отношение груз,0
дорогой быстро доставлять,1
довольный,1
пэк владивосток работать профессионал,1
пэк надежный партнер,1
отличный компания,1
оценка кол рекомендовать,0
безолаберный компания,0
испортить весь груз разворовывать комплектовать,0
хороший доставка понравиться,1
ужасный контора пэк,0
хорошо,1
рекомендовать компания,0
пэк отличный транспортный конпание,1
доставлять быстро качественно,1
вор,0
размышление доставка,1
отзыв пэк,0
хороший компания ничто плохой сказать мочь дешево,1
выплачивать деньги страховой случай,0
устраивать обрешетка последний индивидуальный общий отправитель соответственно посылка тяжелый посылка,0
связываться пэк,0
надежный транспортный компания,1
слишком сложно получать груз,0
пэк,1
выгодный негабарит,1
хороший транспортный компания,1
успешно,1
пользоваться пэк,0
связываться пэк готовиться проблема,0
дорога ваш вещь пользоваться услуга компания пэк,0
отвратительный компания шарага просто,0
хороший транспортный компания низкий тариф,1
отличный компания,1
пэк это надежность сервис сохранность груз высокий уровень автоматизация сочетание демократичный цена предоставлять услуга,1
качественный доставка,1
ужас,0
жуткий сервис,0
понравиться,0
профессионал свой дело,1
абсолютно никакущий сервис,0
наплевательский отношение,0
быстро надежно удобно,1
рекомендовать компания пэк,1
ужасно,0
советовать,1
реально работать,1
ужасный компания потерять груз мочь вернуть товар деньги собираться идти суд,0
дозваниваться возможно груз выдавать супруга хотя печать руководитель улан удэнский филиал бросать трубка желать общаться просьба предоставлять письменный обращение отказ выдача груз прозвучать отрицательный ответ пользуйтес,0
дешево плохо,0
самый ужасный компания почта россия хорошо работать вкой случай рекомендовать компания получать смс ваш посылка адрес обуховский оборона литер приезжать туда выясняться это юридический адрес посылка адрес,0
отвратительный работа пэк,0
вымогатель,0
плохой почта россия,0
отвратительный компания,0
пэк екатеринбург молодец,1
выбирать пэк прогадывать,1
исполнение обязательство ужасный сервис,0
знать свой работа,1
достойный транспортный компания,1
рекомендовать пэк,1
хороший транспортный компания,1
достойный уровень партнер,1
срок сервис высота,1
хороший помощник бизнес,1
удобный надежный партнерство,1
отличный транспортный компания мурманск,1
хороший компания,1
доставка проблема,1
отличный транспортный компания,1
дорого быстро качественно,1
работа пэк довольный,1
пэк хороший,1
быстрый дешевый доставка приятный девушка нужно,1
хороший транспортный компания,1
рекомендовать пэк,1
плюс минус,1
отличный,1
достойный,1
очень круто,1
хороший транспортный компания,1
отличный компания,1
надежно компетентно,1
отличный компания быстро отслеживать груз,1
пэк отличный компания,1
выгодный перевозка пэк,1
благодарность,1
отлично,1
хороший компания перевозка который работать,1
большой спасибо ваш работа,1
быстро качественно ставить твердый,1
безответственный компания,0
мочь поломать потерять,0
хотеться иметь дело вариант,0
ужасный компания,0
отлично,1
отвратительный транспортный компания,0
первый последний,0
оценка кол рекомендовать,0
рекомендовать,0
дешево сердито,0
это плохой транспортный кампания частность сочинский отделение пэк,0
срывать срок доставка,0
первый опыт работа сразу негатив,0
быстро,0
работать пэк год рекомендовать,1
наиболее сильный,1
высокотехнологичный работа склад,1
жный партна надежность главное бизнес,1
хороший транспортный компания бизнес сравнивать,1
работать,1
самый хороший компания доставка запрос паспортный данные ставить балл,0
оператор хам,0
отрицательный,0
троечка,0
жалеть связываться,0
отвратительный работа постоянно глючный сайт,0
дешевый доставка,1
рекомендовать пользоваться услуга данный,0
жуть это платить кровный свой,0
,0
сотрудничество пэк уходить ваш посылка,1
пэк оптимальный соотношение цена качество услуга,1
доставлять груз вовремя,0
видно фото сегодня прибывать груз компьютер пользоваться услуга первый экспедиционный компания пэк видимо просто бить бит упасть плита либо погрузчик играть футбол фото видно состояние груз который,0
очень плохой компания,0
самый плохой транспортный компания,0
соответствие цена качество,1
хороший,1
отвратительно отношение клиент,0
повреждать дорогой груз сделать оплачивать жесткий упаковка претензия отвечать,0
ужас,0
пэк доставка испортить груз намокать упаковка разваливаться,0
поискать вариант отправка свой груз пэк,0
отлично,1
проходить хорошо,1
жулик,0
пэк отстой,0
обман шарлатанство,0
плохой компания бежать,0
груз доезжать целость сохранность дом увезти домой привозить,1
ужас,0
никогда пользоваться услуга компания,0
ужасно,0
компания душа,1
очень хорошо,1
необоснованно высокий тариф,0
кинуть,0
пэк хороший компания санкт-петербург,1
очень хороший транспортный компания,1
пэк мурманск молодец,1
пользоваться услуга пэк,0
пэк мошенник,0
бережный,1
негативный опыт работа пэк,0
отличный перевозчик,1
безобразие,0
ужасный компания безразличный отношение клиент,0
проходить нарекание немного большой,1
профессионал свой дело,1
хотеть прекращать сво имущество хлам непременно обращаться транспортный компания пэк,0
челябинский пэк место нахождение обо понемногу,1
довольный,1
хотеть сделать хорошо доверяться пэк,1
слово связываться,0
плохо очень плохо,0
несолидно известный компания,0
отвратительно,0
хотеть спать спокойно связываться пэк,0
это мочь случаться каждый,1
фраза хреновый весь,0
ужасный сервис,0
никогда пользоваться печь,0
хитромудрый компания свой заморочка,0
пэк слово последний,0
троечка,0
очень сильно пожалеть решать воспользоваться,0
приводить господь,0
плохо бывать,0
связываться контора,0
быстро жно бюджетный доставлять груз россия казахстан китай работать компания пэк санкт-петербург сделать доставка забор груз обо рассказывать сво отзыв,1
честность профессионализм это пэк,0
сервис самый ужасный видеть никогда служба пользоваться никто посоветовать,0
груз повреждать,0
ужасно,0
холостой прогон зарабатывать деньги клиент,0
хрупкий груз сохранять,0
пэк сохранять нерв деньги,1
звездочка оценка работа компания это слишком,0
бюракратия ленивец сказать ленивец должный плясать,0
быстро,0
плохой,0
впечатлительный просьба беспокоить,0
ярость из-за очередь довезти нормально,0
просто везти,1
вор лентяй,0
проклятый,0
печальный компания почта россия хорошо работать,0
рекомендовать надежный компания,0
непорядочный компания,1
почта россия хорошо пэк,0
пэк компания,0
хотеть качественно работать постоянный клиент,0
потерять груз спасибо находить время нерв,0
работать пэк год претензия,1
обманщик,0
осторожно обман,0
весь клиент переводить пэк транспортный ибо возможно работать дешевизна перекрывать косяк убыток,0
советовать данный компания никто,0
лохотрон,0
разбивать керамический горшок принимать претензия фото,0
терпение труд весь уставать,0
изощренный бюрократизм,0
отличный сервис отличный цена,1
скотский отношение груз,0
ужасный безответственность,0
пользоваться услуга часто пока довольный свой минус,1
дважды,0
серьезный конторка,0
плохой весь транспортный компания приходиться обращаться,0
удивлять рейтинг,0
хотеть пользоваться услуга транспортный компания,0
ужасный компания несвязываться беречь свой нерв время,0
довезти полностью ясно вообще отдавать,0
потерять груз просрочивать поставка,0
отвратительно грубо корыстно непрофессиональный,0
пэк путь никуда,0
свой плюс минус,1
потеря груз,0
туда обращаться жулик,0
становиться очень плохо очередь человек,0
пэк отвратительный компания деньги нерв время,0
воровство врань,0
отвратительный обслуживание,0
претензия,0
ужасный компания который вообще думать свой клиент,0
ужас,0
ужас хамство,0
повреждение груз,0
безответственный некомпетентный сотрудник,0
очень плохо,0
возмущать работа компания пэк никогда обращаться,0
,0
бездарный компания,0
отвратительный компания рекомендовать,0
почему свой клиент держать дурак,0
самый ужасный компания который приходиться работать,0
грузовик чистый,1
нерадивый работник везде хватать страдать,0
связываться транспортный компания дорого,0
хотеть наживать геморрой заказывать,0
безобразный работа медленный доставка ваш груз идти неделя вместо день удивляться проводить очередь получень товар час удивляться прийти порывать мешок часть содержимое вообще прийти,0
понравиться доставка срок смс оповещение вежливый сотрудник,1
пэк улучшать свой работа удивлять,1
пэк вполне устраивать,1
отвратительно,0
несколько обращаться каждый идеально кроме сотрудник оформлять заказ,1
альтернатива туда,0
потерять груз,0
работник портить товар,0
нужный компетентный сотрудник,0
клиент плевать немного зажраться кажется,0
думать ничто плохой почта россия,0
врать,0
организациия беспорядок,0
крайний случай,0
дорога нерв деньги связываться воровать возмещать стоимость украсть,0
груз лететь мяч,0
абсолютно безответственный подход оказание услуга перевозка,0
халатный отношение работа,0
очень плохо рекомендовать,0
работать нарекание последний случай разочаровывать,0
отвратительный отношение клиент,0
отвратительно,0
постоянный срыв срок поставка,0
деловой линия,1
связываться деловой линия,0
рисковать работать деловой линия,0
отвратительный компания никогда пользоваться,0
деловой линия советовать поискать что-нибудь,0
плохой почта россия,0
незаинтересованность сотрудник клиент основной впечатление знакомство компания,0
срок очень хороший цена очень высокий,0
очень дорого,0
ужас продолжаться,0
ненадежный перевозчик высокомерный консультант,0
отвратно,0
безответственный некомпетентный ненадежный компания,0
воровство,0
безобразный обслуживание клиент,0
плохой работа менеджер,0
хотеться написать транспортный компания деловой линия заниматься продажа вещь очень давно изначально пользоваться доставка деловой линия санкт-петербург заказывать компания готовиться информаци,0
отвратительный компания,0
деловой,0
пользоваться услуга транспортный компания деловой линия,0
ужасный,0
пользоваться,0
неприятный опыт,0
транспортный компания деловой линия обман развод безответственность девиз деловой линия,0
отвратительно,0
связываться,0
отвечать сохранность груз,0
самый ужасный весь,0
обман,0
крайне компетентный сотрудник,0
ужасный обслуживание,0
категорически иметь дело деловой линия,0
отвратительный обслуживание получатель груз,0
оставаться довольный бояться кража прочитывать отзыв,1
щебень перевозить,0
никогда отправлять груз компания,0
утерять коробок склад,0
запрещать связываться ооо деловой линия,0
граничить мошенничество ловкачество деловой линия,0
ничто ужасный работа деловой линия увидеть плюс минус внутри отзыв стараться объективный,1
отвратительный отношение клиент,0
это мрак место никто отвечать,0
причина отказываться сотрудничество деловой линия,0
испортить содержимое посыдки,0
компания ваш посылка хорошо удачный стечение обстоятельство стоять выбор транспортный компания выбирать выбирать история держать пополнение история,0
отстойный лининия,0
хороший плохой цена качество чуток выше,1
адекватный расценка адекватный отношение обслуживание,1
очень дорого,0
внимание обман,0
отвратительный фирма опаздывать груз обманывать клиент,0
обман,0
разочарование,0
ложь невыполнение оплачивать услуга пренебрежительный отношение заказчик сотрудник деловой линия,0
неделовой кривая,0
наш рабочий день завтра,0
плохо,0
транспортный компания деловой линия потерять часть посылка,0
потерять груз требовать коммерческий акт,0
контактный серьезный компания,0
отвратительно,0
самый безоьветственный транспортный компания,0
связыватесь деловой линия предупреждение,0
неудволитворительно,0
деловой детский сад развод,0
задумка стратегия метод отвратительный,0
деловой линия воронеж находить получаться первый транспортный компания довольный быстрый доставка обслуживание,1
получать груз день прибытие машина терминал компания удалять личный профиль накладная весь данные злополучный перевозка свой сайт что-либо доказывать,0
хотеть опозориться помогать,0
вымогатель,0
курьер самокат,0
недобросовестный,0
выбивать деньги испортить груз,0
плохой компания,0
попадаться ленивый хамоватый сотрудник,1
отсрочивать привоз вещь неделя,0
плохой выбор,0
лишний руб обращаться деловой линия важно знать обманывать переезд отправка груз,0
устраивать,1
нужно связываться,0
отсутсвие логистика,0
ужас,0
отвратительный компания,0
хорошо хорошо,1
целое неплохо,1
хотеть авиа перевозка близкий рассматривать компания,0
разочаровывать,0
довольный быстро ожидать самый главное повреждение,1
пусть первый бросать камень никогда косячить единственный компания предоставлять столько сервис,1
ужасный потерять груз искать никто знать,0
вздумать обращаться данный компания,0
бардак,0
столько негатив вокруг компания бояться связываться далеко пока иной путь надеяться обходиться происшествие,1
плохой хороший транспортный компания,1
звезда это шикарно оценка обсуждать транспортный компания,0
очень приятно никогда давать забывать жить россия,0
сносный,0
компания,0
гемора компания,0
весь транспортный самый хороший услуга стоить дорогой,1
везти,1
деловой линия враг посоветовать обращаться,0
бессовестный мошенник,0
ужасный сервис,0
средневековье,0
это транспортный компания вымогатель,0
очень очень мало логика сотрудник компания,0
выбирать думать также,0
бессовестный деловой линия никогда обращаться дорогой ваш нерв время деньги,0
переезд,0
крайне радовать оплата заказ выдача фактический цена доставка мочь вырастать заблаговременный оповещение,0
транспортный компания деловой линия вор мошенник украсть перевозка личный вещь наживать непосильный труд,0
отвратительный компания деловой линия,0
включать допы услуга согласие клиент,0
отрицательный опыт,0
деловой линия перевозчик препятствие,0
наносить ущерб свой халатность,0
это просто беспредел,0
превращать системный блок груда железо,0
отстой,0
первый последний отправлять хамоватый умничать сотрудник василеостровский офис спб неизвестно основание требовать номер паспорт получатель который уполномачивать обработка дорогой,0
стабильный качественный работа хотеть хлебать полный ложка пора давиться детски,0
отдавать груз получатель который оплачивать услуга,0
страшно актуально воронеж,0
вор,0
безалаберность,0
деловой линия издвевательство психика клиент,0
неадекватный курьерский служба,0
рекомендовать сыктывкар,0
компания жлоб,0
очень деловой линия,0
идеал бывать дополнять,0
отличный компания,1
шаражкин контора,0
считать аферист,0
бред,0
рекомендовать пользоваться услуга компания деловой линия,0
никогда обращаться компания,0
лютый бюрократия,0
сервис,0
отвратительный компания,0
качество довольный,1
связываться шарага пожалеть,0
перебивать дорогой лобовой стекло,0
классный компания,1
отвратительный работа,0
обращаться,0
удовлетворительно,0
большой спасибо деловой линия пофиг писать остальной недовольный,1
долго пользоваться компания появляться нюанс,0
плохо бывать ужасно,0
цирк деловой линия,0
оперативно точно,1
раздувать вес груз,0
цена перевозка повышать уведомлять заказчик,0
отвечать сохранность груз,0
самый ужасный весь,0
обман,0
крайне компетентный сотрудник,0
ужасный обслуживание,0
категорически иметь дело деловой линия,0
отвратительный обслуживание получатель груз,0
оставаться довольный бояться кража прочитывать отзыв,1
щебень перевозить,0
бред,0
рекомендовать пользоваться услуга компания деловой линия,0
никогда обращаться компания,0
лютый бюрократия,0
сервис,0
отвратительный компания,0
качество довольный,1
связываться шарага пожалеть,0
перебивать дорогой лобовой стекло,0
классный компания,1
отвратительный работа,0
обращаться,0
удовлетворительно,0
большой спасибо деловой линия пофиг писать остальной недовольный,1
долго пользоваться компания появляться нюанс,0
плохо бывать ужасно,0
цирк деловой линия,0
