Review,Rating
законченное хамство,1
Безобразие,1
Петербург. 03.04.2017. День взрыва.,5
Не рекомендую оплачивать банковской картой,1
обман,1
сплошной обман!!!,1
Мошенники,1
Постоянно ухудшающийся сервис,3
Мошенничество,2
Фуууууу,1
Ваши ожидания не будут соответствовать реальности.,1
яндекс такси ПОЛНЫЙ ЛОХОТРОН,1
Промокоды AEROEXPRESS,3
Лучшее сочетание - цена/время ожидания,4
Развод по-сочински!,1
Шарашкина контора!,1
Отвратительная работа службы &quot;поддержки&quot;,1
Отличное такси,5
Кидалово!!!,1
официальное воровство с карт клиентов,1
Ненадежный сервис,1
"Взяли на 500р больше, чем нужно!!",1
Отвратительное обслуживание,1
Теперь буду пользоваться яндекс.такси только на крайняк.,1
угроза для жизни,1
Недобросовестное отношение,1
Испортили хороший вечер,2
ужасный момент,1
"Стоимость одной и той же поездки скачет с невиданной скоростью! Раньше я была в восторге от Яндекс.Такси, но мое мнение круто изменилось! И неспроста! Подробности - в отзыве!",3
Чтобы я ещё раз...!,1
Подача такси в течение вечности,1
Дорого,1
Яндекс.Такси не знает кто управляет их авто,1
очень сильно подвели,1
Незаконное списание денежных средств,1
"Перестала пользоваться, почему?",2
кошмар,1
Разработчикам,1
Самый худший сервис!,1
"История поездки, &quot;Яндекс.Такси&quot;",3
Слишком тугой водитель,1
"Тариф &quot;Детский&quot;- те же узбеки на личных авто, только с детским креслом.",1
Политика мешает нам всем жить! А сервис годный,5
Ужас ужасный от Яндекс.Такси,1
Новый бред от Яндекс такси..,1
"Вежливый водитель, удобная машина",5
"Все, как правило, в начале неплохо, но со временем имеет свойство портиться",3
Недорогое такси! Быстрая подача машины!,5
Обманули,1
"Яндекс такси, пожалуй лучшее такси на данный момент.",5
Не надо использовать!,1
"Неприятно,не добавляйте карты!!!",3
отличный сервис,5
остался неприятный осадок,1
"Мало того, что возят &quot;длинно&quot;, так еще и НЕ ВОЗЯТ!..",1
"Это мошенничество, а не такси!",1
Очень достойное такси,4
ХАМСТВО И МОШЕЙНИЧЕСТВО СО СТОРОНЫ ВОДИТЕЛЕЙ!,2
"Не рекомендую, отвратительный сервис, пользуюсь больше года.",1
Отвратительное отношение к клиентам,1
Удобная программа для вызова такси,4
Неадекватное поведение водителя припоездке,1
"Довезут, если повезёт",1
Удобно. Экономно.,4
Яндекс.Такси. &quot;Как положено&quot; только в небольших городах? Первые впечатления из Саранска.,5
Наиужаснейшее такси с высокими тарифами,1
Яндекс. Такси в Ростове-на-Дону! Моя первая Яндекс-поездка!,4
"Не успеешь сделать заказ, такси тут как тут",4
Не добросовестный водитель,1
Неприятный случай. &quot;Яндекс-такси&quot;,1
"Быстро поднялись, но можно быстро опуститься",1
Ужас!!!!,1
Ни за что на свете,1
"Москва. Вежливые водители, адекватная цена!",5
"просто отвратительно!!!!!!!!!!! была постоянным клиентом, теперь никогда не обращусь",1
"Удивлён кол-ву плохих отзывов! Ставлю 4, всё в тексте)",4
Самое дешевое такси?,3
Яндекс. Такси,4
"Есть плюсы, но не советую",2
Технологии не стоят на месте. Приложение Яндекс такси. Мы пока довольны. Теперь и в нашем городе!,5
"Обокрали, а служба техподдержки отмалчивается",1
"Яндекс Такси в Екатеринбурге - удовлетворительно, может быть лучше",4
"И вроде всё достаточно неплохо, но..",3
Ужасная служба!,1
&quot;Цыганское&quot; такси.,1
"Такси, которому стоит доверять!",5
Я вам не скажу за всю Одессу,1
"Яндекс такси, где вы берете таких наглых таксистов?",1
"Отношение Яндекс Такси к своим клиентам это хороший пример для других компаний, которые совершенно не умеют общаться с покупателями",5
"Нужно переходить на Uber или Gett, в Яндекс-такси грубые, агрессивные водители",1
"Едь, молись, плати",4
Недорогое такси в Уфе плюс совет как сэкономить,4
Приложение для заказа нелегальных машин он-Лайн.,1
"Жди такси, при этом заплати за свое время!",2
Яндекс Такси.2 вызова .Оба раза на Отлично!,5
Обманута в очередной раз итоговой ценой поездки,1
Такси - повезет не повезет...,3
Пора бы уже обзавестись правами. Своими правами.,2
"Не сказать, что хорошо- но не совсем плохо",4
Спасение в непогоду,5
Я больше не буду пользоваться яндекс такси,2
Ужасно,1
Очень странное отношение к клиентам,1
"Поездка оказалась в 2 раза дороже, чем было обозначено при заказе такси",1
Будьте осторожны! Чудовищные расценки на комфорт вечером и ночью,2
"Грязь,ужас,обман,завышенная цена",1
Шарашкина контора,1
"Дороже, чем в среднем по городу, а качество услуги как у всех",4
Удобно и не дорого.,5
Для поездок в городе отлично!,4
"В принципе удобно, но есть и недостатки...",4
Первый и последний раз,1
Водители без права предоставления услуг,1
Услугами ЯНДЕКС ТАКСИ я больше пользоваться категорически не буду!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,1
Uber по нашему,4
Отрицательный,1
Яндексу нужно повышать клиенториентированность и профессионализм сотрудников,2
Обман,1
Плюсы и минусы Яндекс такси. Скорее минусы,4
"Такси, такси, вези, вези ....",3
"Качественно, доброжелательно, осторожно! Хоть бы всегда так было)",5
Бюджетно,3
Быстрее пешком,1
"Быстро,  дёшево,  комфортно",5
"Такси, которое не приедет",1
Никогда больше не воспользуюсь!,1
"Незаконный пересчёт стоимости, если выйти раньше пункта назначения",1
не советую. обдираловка!,1
Бывает по-разному...,4
Закончил отношения с яндекс такси,1
"Часто неверно определяет локацию, неудобно",2
кошмар,1
обман,1
Сплошное надувательство,1
самая плохая служба такси,1
Такси просто не приехало.....,1
Любишь халяву - плати вдвойне!,1
обман,1
Яндекс.Такси воруют деньги с карты!,1
Ужасное такси,1
Хамство!,1
Отвратительно,1
Некомпетентные водители,1
"Не советую! Если Вы собрались воспользоваться сервисом, то делайте это по телефону и уточняйте адрес и стоимость.",1
"Быстро, выгодно, удобно",5
Ночью невозможно уехать от слова совсем,1
"Яндекс.Такси берет больше, чем заявляет в начале заказа",4
Плохо,1
Отвратительно,1
Никому не советую.,1
Среднее такси,3
По-королевски дорогой сервис,1
Ужасный сервис! Водители включают таксометр как только подъезжают к дому!,1
Дорого. А в остальном также как у других,2
"Удобное приложение, непрофессиональные водители.",3
Ужасный сервис,1
На заблаговременный заказ такси вообще не приехало!,1
Безответственность,1
Некорректный расчет поездки,1
Не советую,1
"По факту цены у таксистов,  не совпадают цены заявленные в приложении.",1
А меня яша по прежнему выручает.,5
Отвратительно!,1
Столкнулся с мошенничеством в Яндекс такси,1
Просто ужас!!!,1
Очень быстрая подача и недорого,5
"У меня хорошо, у других плохо.",4
Лучшее соотношение Цена-Качество,5
Снимают деньги за несуществующие поездки,1
"50 на 50, но скорее НЕТ, чем ДА",2
"Ненадежно, не пользуйтесь",1
Такси с плавающей ценой,3
О Яндекс.Такси,2
"Жульё! Обман с тарифами, списывают больше!",1
Яндекс.Такси. - обман!,1
Мошенники,1
Мошенничество таксистов,3
"Легко пользоваться приложением в разных городах, а если нет интернета, то звоню по телефону!",4
Заказывайте когда главное скорость а не цена вопроса,5
Нелогичная логика Яндекс.Такси,3
"Чем чаще, тем &quot;чудесатее и чудесатее&quot;.",4
Беспредел,1
ВОРОВСТВО ДЕНЕГ С КАРТЫ ЗА НЕСУЩЕСТВУЮЩИЕ ЗАКАЗЫ,1
ужас,1
Как избежать обмана!,2
отвратительно,1
Почему я перестала пользоваться Яндекс.Такси и перешла на Uber?,4
В Минске яндекс.такси работает отлично.,5
Такси с непредсказуемыми ценами,3
Сервис катится по наклонной.,3
Стоимость поездки известна заранее? 99 рублей плавно переросли в 333 рубля,2
Вполне себе неплохо :),5
С каждым обновлением ухудшаются условия для клиента,2
Водитель-хам,1
Списывают деньги с карты,1
"Яндекс Такси Краснодар - или я езжу мало, или мне просто пока везет, но критичных замечаний к сервису у меня нет. Расскажу, что нравится и не нравится",4
"Отличный сервис, если бы не ЦЕНЫ, или как Яндекс стал монополистом и дерет втридорога",4
А почему я должна сидеть и слушать исповедь брошенной женщины?,4
"Интересный и удобный сервис, с очень большими не доработками и хамоватыми водителями. Кому рекомендую, а кому нет, читайте в отзыве",2
Это был мой первый и последний раз использования данного сервиса...,1
"► Таксист не приехал, а деньги СНЯЛИ! Как вернуть деньги?! ►Как сэкономить до 70 рублей за поездку?  ►Откуда промокод на бесплатную поездку? И море других полезных функций.",4
"Яндекс-лохотрон, содрали деньги за небольшие сумки в салоне и детское кресло",1
Брать деньги за стояние в пробках - это беспредел!,3
Не платите банковской картой,1
Яндекс Такси. Приезжает ли такси по первому зову?? Прочтите и узнаете.,3
Заставляют задуматься,1
дорогу не подскажешь?,1
"к сожалению, очень сильно испортился(((",2
Быстро приезжают на вызовы,3
Сомнительный сервис,3
Хамоватые таксисты заставляют ждать часами.,1
Как можно поднять цену за поезду во время самой поездки?????,1
Разочарование,1
Слегка нагрели,2
Позор страны,1
Никогда не буду пользоваться и вам не советую,1
Сплошное разочарование,2
Изговняли хорошую задумку!,2
Это называется - РАЗВОД!,1
Яндекс Такси стали обманщиками,1
Лучший выбор для поездок по городу налегке!,4
Обманщики!,1
У вас в жизни вообще один негатив? Почему у меня одной нормальные впечатления?,5
Борзота,1
Когда начинаются поездки или что считать началом поездки?,2
"50 на 50, но скорее НЕТ, чем ДА",2
"Ненадежно, не пользуйтесь",1
Такси с плавающей ценой,3
О Яндекс.Такси,2
"Жульё! Обман с тарифами, списывают больше!",1
Машину не подали,1
Отвратительное такси! Мурманск.,1
Ошарашила стоимость,1
НЕ ПРИВЯЗЫВАЙТЕ БАНКОВСКИЕ КАРТЫ К ПРИЛОЖЕНИЮ ЯНДЕКС ТАКСИ!!!,1
ОБМАН,1
Такси в день теракта,2
Отличное такси,5
Яндекс такси очень плохо.  Списали в 3 раз больше денег,1
"Подача оперативная, но как то меняются цены шустренько. Заказывала такси оплата картой и как то не обратила внимание на стоимость. Вызывали когда проходил и даже кончился День фейверков м. Борисово.",3
Очень недовольна,2
Только положительный опыт с Яндекс такси,5
Не клиентоориентированный,1
Ужасный сервис,1
Неоднозначное впечатление,3
Разочарование,2
отзыв о яндекс такси,1
За неимением альтернатив - не самый худший сервис,3
Сойдет только для неважных и не срочных поездок,3
Быстрое такси и крутой сервис!,5
Спасибо за оперативное предоставление транспорта и быструю доставку до места следования.,5
водители научились обманывать народ.,3
В такси работают одни быдло,2
Это было ужасно,1
"Вместо изначально предложенной стоимости в 850р, списали 1220, учитывая, что в пробке не простоял не минуты.",1
"осторожно, подстава",1
Отличное приложение и отличное такси,5
Клиентоориентированность нулевая,1
Списали деньги за поезду которая была оплачена наличными,1
Может руководство &quot;Яндекс- такси&quot; наконец обратит внимание на проблему детских кресел в их такси!!!,1
"Водитель взял больше, сказали, что виноват Яндекс",1
Быстро и недорого,5
"Уважаемые граждани,я вам не рекомендую яндекс такси",1
Надо сменить бренди на&quot;яндекс Бомбилы&quot;,1
Очень удобно,5
Спасибо)),5
Своровали деньги,1
плохо,1
Как мы пересели с троллейбуса на такси,4
"Стало нереально дорого, в 2,5 раза",1
Оближут с ног до головы за большие деньги,3
Больше никогда не обращусь в Яндекс Такси,1
Стало хуже. Нужен больший контроль за водителями.,1
Популярность растет - сервис падает. 40 минут безрезультатного ожидания на жаре с ребенком в корне изменили мое мнение.,3
"Если Вам дороги ваши деньги,НИКОГДА не пользуйтесь этим!!!",1
Разочарование!!!!,2
Ужасно!!!!,1
Я работаю в Яндекс такси,4
Яндекс обнаглел!!!,1
"Судя по отзывам о «Яндекс.Такси», либо я везунчик, либо катаюсь на другом такси )",4
"Вы знаете я наверное живу в другом мире и очень люблю яндекс такси. В моём городе лучше точно не найти, уважаю и ценю каждого водителя.",5
Водитель через приложение списал большую сумму денег!,1
паршивая овца репутацию всей компании портит,3
ужас!,1
Осторожно - неадекватная цена!!!,1
Очень плохо. Просто жулики,1
На соседнюю улицу через ТТК,2
"задумка на рубль, реализация на копейку",1
Все хуже и хуже...,1
Яндекс такси ворует деньги с карт!,1
Никогда больше,1
Поездка с посягательством на личное пространство,2
Как меня дважды подставили! ДОПОЛНЕНИЕ,4
Выгодное в начале пользования и полный обман и разочарование через полгода,2
Буду искать другое такси как постоянный клиент.,1
"Цена поездки на кону! Крутите барабан, пожалуйста!",3
Теперь принципиально не пользуюсь Яндекс Такси,1
Без крайней нужды не пользуюсь им.,3
Неадекватные водители!,1
отсутствие фиксированной стоимости,1
Блокировка,1
Неожиданно подвели,4
Не рекомендую Яндекс такси,1
"Яндекс.Такси: как сделать заказ, сколько ждать подачу машины, мои впечатления от поездок. Плюсы и минусы такси",4
УЖАС!!!,1
Цена выросла во время поездки,1
история одной поездки...,1
Яндекс.таксебе.такси,3
"Подведут, не связывайтесь!!!",1
Новая схема мошенничества или...???,1
Ужасно,1
Водитель—хамы,1
"Обманывают с расчетом стоимости поездки, не отвечают на обращения.",3
"Обман, отвратительно",1
Такого еще не было,5
Позорный Яндекс!,1
Шок от цены,1
Яндекс такси - спасение чужом городе. Поездка с вокзала с разницей в 3 раза. Как не переплачивать бамбилам на вокзале.,5
"Неприятные впечатления от такси в Краснодарском крае: автокресел нет, долгие попытки вызвать машину...",2
Яндекс о своих клиентах не заботится.,1
"Когда перестаёшь влезать в автобус, то лучшее средство для передвижения по городу - Яндекс.Такси.",4
Ужасно дорогое такси,1
&quot;Тырят мелочь&quot; с карт невнимательных клиентов.,1
"Такси &quot;Яндекс.Такси&quot; (Россия, Москва)",1
Полное безобразие!,1
Самое отвратительное такси в Москве!,1
Реальная цена не соответствует заявленной изначально,3
"Автоприем заявок, чтоб ты провалился",3
"Удобный сервис, но есть и странные водители",4
Партнеры яндекса...,1
Последняя поездка - водитель засыпал. Больше не поеду.,2
ужаснее не придумаешь!,1
На такси теперь дешевле чем на общественном транспорте!,4
Удобный сервис заказа такси через смартфон. Недорого. Быстро.,5
Буду искать альтернативу.,2
Хитрые таксисты,4
Сервис на пятерку с минусом,4
"Не регистрируйте карточку в приложении, списали 7715р за поездку в Ростове-на-Дону, а я в Москве и поездку не совершал!",1
Отвратительная работа всех подразделений.,1
Отвратительное поведение как водителей так и службы поддержки.,1
"Ни в коем случае не вызывайте яндекс такси, общественный транспорт и тот лучше",1
Заполонили рынок некачественной услугой,1
Обман цен,1
Все сломалось,1
Очень подводят,1
"Было отлично, стало хуже некуда",2
Стоимость поездки увеличивается со временем,3
"Водитель проехал мимо, деньги сняли с карты.",1
"Яндекс такси. Быстро, комфортно, дёшево. Лучший сервис на сегодняшний день.",5
"Почему так много отрицательных отзывов? Похоже, что с этим такси везёт только мне.",5
"В чём-то удобно, в чём-то нет",5
"Списывают деньги, без предоставления услуги!!!",1
Списание денег с карты на большую сумму,1
"Москва -- на пять, в Сочи на твердые два!",3
лотерея,2
Не советую вносить реквизиты своей платежной карты в мобильное приложение,1
"Такси как такси, но бывают и неприятные случаи. Отзыв изменен. Оперативная реакция Яндекс-такси",4
"Платная пробка, но лояльное отношение к клиентам!",3
Отвратительно,1
Двойные списания при оплате картой,1
Мошенники,2
Развод и обман,1
Яндекс-такси бережет мои финансы,5
&quot;Счастливый&quot; пассажир,1
"Будьте на чеку, Яндекс такси - развод на деньги",1
Ужасный сервис!,1
"Яндекс такси -  вводят в заблуждение , и обманывают.",1
"...как, уже?!!   (мнение и лайфхак)",5
"наверное, худший сервис такси",1
"В Москве - вполне прилично работает, по области бывают недочёты. В праздничные дни или когда на дорогах тяжело - задирают цены. Пользуемся и будем дальше, только бы то, что нужно, находилось)",4
такси или жизнь?,1
Сплошной негатив.,1
"Водители делают то, что им вздумается. Сервис Яндекс безразлично относится к клиентам",1
Дорого. Несправедливо. Бесконтрольно. Пофигизм.,1
Беспредел,1
"Отзыв клиента, совершившего за год 50 поездок. О том, как я получила ПРОМОКОД НА 200 РУБЛЕЙ  в качестве ИЗВИНЕНИЙ за неточность водителя и как ЭКОНОМИТЬ на поездках, читайте в этом отзыве!",3
"Если ездить на категориях Комфорт+ и Бизнес, но это хороший сервис, но в остальном...",3
Незабываемая поездка.,1
Жутко неприятное впечатление,1
"Опасно для жизни, угрозы и неадекватное поведение водителя.",1
Начинали за здравие...,3
Отзыв за Липецк) хитрости водил,4
Отвратительно!,1
Меняют стоимость при расчёте,1
Разочарование года!!!,1
"Как меня кинули 3 водителя, но я все таки добралась до пункта назначения вовремя",1
ПОМЕНЯЙТЕ СОСТАВ ВОДИТЕЛЕЙ! СРОЧНО!,1
"Жди водителя и плати. Такси с национальным акцентом. Мой почти годовой опыт использования удобного, но порой непредсказуемого сервиса от Яндекс",4
Хамство за ваши же деньги.,3
"Осторожно, обман клиента!",1
Безопасно - это точно НЕ про Яндекс.Такси. Или &quot;С водителем-гастарбайтером через лес&quot;,3
Что случилось с такси???,1
Надеюсь мой отзыв дойдет до директора.,1
Яндекс такси подмял под себя убер. Результат ужасный!!!,1
Яндекс.Такси Примерная стоимость поездки составит 150 рублей. Угадайте СКОЛЬКО Я ЗАПЛАТИЛА?!  Сравнение с ценой других такси. Большой минус ЯТ,3
"Вас о такси: как обманывают водители нас, как обманывает агрегатор Я.Такси их и что вообще происходит с рынком онлайн-заказа такси? Распространенные случаи обмана водителями Я.Такси ищи в моем отзыве.",2
Впечатления сложились неоднозначные... Некоторые водители просто поражают своей наглостью.,3
водитель машины ХАМЛО,1
Хитрые таксисты в погоне за Вашими деньгами или безвыходная ситуация...,3
"Таксист отказался везти, с меня сняли деньги за отказ",1
Списывают деньги без уведомления об увеличение стоимости поездки и без подтверждения и вообще согласие не спрашивают,1
"Такси, где водители не дают сдачу, а технические проблемы компании оплачивают  пассажиры.",1
ПЛОХО,1
Яндекс такси. Всегда ли приезжает машина?,3
Яндекс Такси. Минусы и плюсы. Тарифы,3
"Для тех, кто любит быстро потратить деньги даже не садясь в такси!",2
"Эх, прокачу!",1
Такси? Ау? Вы где? Мамы с маленькими детьми - этот отзыв для вас! Нижний Новгрод,1
ХУЖЕ ПРОСТО НЕКУДА,1
"Хоть обмануть меня не трудно, я сам обманываться рад... Но всё же, чем всем так не угодил Яндекс?",5
Пипец-такси. Мы поиграем на ваших нервах за ваши же деньги.,1
Игра &quot;ромашка&quot;: повезёт - не повезёт с водителем. Стоит ли рисковать?,3
кому и как повезет,4
Обдираловка,1
Обман и грубость,1
"Цена, прыгающая из крайности в крайность. Ох уж этот Яндекс)",3
Разочаровал Яндекс такси,1
Uber=Yandex. С больным ребенком на руках не дождалась такси. Пришлось ехать на маршрутке,1
Ужас !!!,1
Прокатили,1
Ошарашила стоимость,1
НЕ ПРИВЯЗЫВАЙТЕ БАНКОВСКИЕ КАРТЫ К ПРИЛОЖЕНИЮ ЯНДЕКС ТАКСИ!!!,1
ОБМАН,1
Такси в день теракта,2
Отличное такси,5
Яндекс такси очень плохо.  Списали в 3 раз больше денег,1
"Подача оперативная, но как то меняются цены шустренько. Заказывала такси оплата картой и как то не обратила внимание на стоимость. Вызывали когда проходил и даже кончился День фейверков м. Борисово.",3
Очень недовольна,2
Только положительный опыт с Яндекс такси,5
Не клиентоориентированный,1
Ужасный сервис,1
Неоднозначное впечатление,3
Разочарование,2
отзыв о яндекс такси,1
За неимением альтернатив - не самый худший сервис,3
Сойдет только для неважных и не срочных поездок,3
Быстрое такси и крутой сервис!,5
Спасибо за оперативное предоставление транспорта и быструю доставку до места следования.,5
водители научились обманывать народ.,3
В такси работают одни быдло,2
Это было ужасно,1
"Вместо изначально предложенной стоимости в 850р, списали 1220, учитывая, что в пробке не простоял не минуты.",1
"осторожно, подстава",1
Отличное приложение и отличное такси,5
Клиентоориентированность нулевая,1
Списали деньги за поезду которая была оплачена наличными,1
Может руководство &quot;Яндекс- такси&quot; наконец обратит внимание на проблему детских кресел в их такси!!!,1
"Водитель взял больше, сказали, что виноват Яндекс",1
Быстро и недорого,5
"Уважаемые граждани,я вам не рекомендую яндекс такси",1
Надо сменить бренди на&quot;яндекс Бомбилы&quot;,1
Очень удобно,5
Спасибо)),5
Своровали деньги,1
плохо,1
Как мы пересели с троллейбуса на такси,4
"Стало нереально дорого, в 2,5 раза",1
Обман в стоимости поездки,3
маркетинг с обратным эффектом,1
"Все бы хорошо, но постоянный &quot;высокий спрос&quot; и тройной тариф уже не в какие ворота....",3
В первый раз вызвала это такси и в последний!Никому не советую!,1
Сняли деньги с карты за несуществующую поездку,1
Ужасная работа сервиса,2
Хренотень,1
Для Яндекс Такси дети - это прокаженные,1
Отрицательный сервис,1
Чтобы я ещё раз...!,1
Подача такси в течение вечности,1
На яндекс-такси в Томске стало рискованно ездить,1
отвратительно,1
У разных водителей разная стоимость на одинаковые поездки,2
Обманывают корпоративных клиентов.,1
Побольше бы таких водителей.,5
Яндекс-такси отличный сервис!,5
Возмущена вашими водителями,1
Пользовался яндекс такси с октября 2015 года.,2
Яндекс.Такси? Да никогда в жизни!,1
Кидалово,1
Куда катиться яндекс такси?!,1
сервис,4
Поездкой и водителем доволен,5
Кошмар!!!!!,1
Сняли деньги за отмену хотя водитель не приехал,1
"Только в крайних случаях, а так фу",2
Жульничество г. Омск,1
"Не рекомендую Яндекс такси, тк им на вас наплевать!",1
Яндекс такси неоднократно приезжает не на тот адрес,1
Не приятно...,1
"нет гарантии, что машина приедет",3
кошмар,1
обман,1
Сплошное надувательство,1
самая плохая служба такси,1
Такси просто не приехало.....,1
Грабеж и сплошной обман!!!,1
Очень доволен!,5
"Водитель обсчитал, нахамил, кинул в пассажира железными рублями и угрожал!",1
обман,1
Яндекс.Такси воруют деньги с карты!,1
Ужасное такси,1
Хамство!,1
Отвратительно,1
Некомпетентные водители,1
"Не советую! Если Вы собрались воспользоваться сервисом, то делайте это по телефону и уточняйте адрес и стоимость.",1
Любишь халяву - плати вдвойне!,1
"Яндекс.Такси берет больше, чем заявляет в начале заказа",4
Плохо,1
Отвратительно,1
Никому не советую.,1
Среднее такси,3
"Быстро, выгодно, удобно",5
Ночью невозможно уехать от слова совсем,1
Дорого. А в остальном также как у других,2
"Удобное приложение, непрофессиональные водители.",3
Ужасный сервис,1
По-королевски дорогой сервис,1
Ужасный сервис! Водители включают таксометр как только подъезжают к дому!,1
А меня яша по прежнему выручает.,5
Отвратительно!,1
Столкнулся с мошенничеством в Яндекс такси,1
"Если Вам дали промОкод ,то мы завысим цену за поездку или халявы не будет)))",4
"Ну, на это такси не большие надежды",2
Не бюджетно... но пойдет...  ...иногда.,3
Отвратительное,1
Ну теперь уж точно - никогда!!!,1
Мошенничество в крупных размерах!,1
"Такси не информирует вовремя, и это главная проблема",1
"Мне наверное повезло, нормально довезли!",5
"не рекомендую заказывать, команда никакая!",1
Непонятное повышение цены после поездки,2
"Таксист не приехал, а деньги списали...",1
Яндекс - такси. Лучше многих!,4
Яндекс.Такси.,4
Обман,1
"Быстрое такси, но есть недостатки",4
В целом неплохо,5
Сервис испортился,1
водитель хам,1
Удобство,4
Вам ехать или шашечки?,5
Разочарование,1
Не прикрепляйте карты!!!,1
Все хорошо,5
Не рекомендую,1
Обман с оплатой,2
"Яндекс Такси Нижний Новгород - увы, дороже других",4
"Хорошо, но дорого",3
Безответственные,1
Недорогое и удобное такси,5
Такси Такси,2
Прощай Яндекс такси!,1
Ужасный опыт с водителем из Яндекс такси!,1
Беспредел!!!!!!!!!!!!,1
Сумма поездки по смс и реальная не совпадают.,2
Запредельное хамство водителя,1
Цены не соответствуют,1
Сервис испортился совсем,1
Яндекс.Такси,1
Будь готов заплатить за  детское кресло,1
Ужас.,1
Отлично!,4
Очень не понравилось!,1
Отвратительное такси,1
В Яндекс такси воруют деньги с карты,1
"Дешево, но не всегда правильно определяет местоположение.",5
Лотерея на хорошего водителя,2
Хорошее такси,4
Такси по-русски,1
Ужасный сервис по сравнению с другими,1
"Жесть, а не такси",2
Нельзя русскому человеку давать почасовую оплату!,3
"На шаг впереди, или отмена поездки дороже поездки",1
"Я осталась довольна, даже очень.",5
Безответсвенность,1
"Яндекс такси одно из самых удобных приложений. Качественно и быстро, а главное - безопасно!",5
Первый раз с Яндекс.Такси,1
Лучший выбор для любых поездок,5
Всегда быстро и удобно,5
Яндекс-Такси  врут о стоимости поездки,1
Разочарование,1
Кидалово,1
"Как я заказала такси в 12 ночи, а моя тачка так и не приехала...",1
Как обманывает яндекс такси,1
Средне. И то - с натягом.,3
"Заплатила за несостоявшуюся поездку, узнала случайно",2
Мошенничество со стороны водителей,1
Никому не советую,1
"Яндекс.Такси - разочаровало в Воронеже, приятно удивило в городе Лиски и Россошь(воронежская область)",4
абсолютно неадекватный водитель Яндекс.Такси,1
На сегодняшний день самое выгодное для меня такси. Но не без ложки дёгтя,4
Угадай сколько стоит,2
Мошенничество!,1
"Яндекс. Такси. Всё-таки плюсов для меня больше, чем минусов. Пользуюсь давно и буду продолжать.",4
Яндекс.Такси безопасно или нет решать лично вам!,4
Яндекс.Такси. От любви до ненависти один шаг.,1
Экстрасенсы от Яндекс Такси,4
Ужас,1
Самое удобное,5
Никогда больше!,1
&quot;Вызвать такси за 2 секунды&quot; как уверяет нас рекламный голос. Реально. Моя чайная ложка мёда в эту бочку дёгтя.,5
Отвратительно.,1
Будьте осторожны,1
Яндекс в Пензе = Низкая стоимость - не всегда есть хорошо.,1
"Нравился сервис до того, как попала на грубого водителя",4
Главное не заказывать во время повышенного спроса,4
"Сначала привлекают клиентов низкими ценами, а потом равняются на местные диспетчерские службы. А девушки-водители порой чудят))",4
ЯНДЕКС Такси - Аферисты,1
"Друзья, это только новичкам везёт? Почитав отзывы, возникли сомнения, что я пользовалась тем же самым такси..",4
Яндекс.Такси - Обман и введение в заблуждение клиентов,2
